slug,name,playtime,released,tba,rating,rating_top,ratings_count,reviews_text_count,added,suggestions_count,updated,game_id,reviews_count,genres
mortanis-prisoners-prologue,Mortanis Prisoners Prologue,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:15:47,1005358,0,"['Indie', 'Adventure', 'Action']"
bot-tic,Bot & Tic,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:12:49,1005356,0,"['Casual', 'Indie', 'Adventure']"
randobounce,RANDOBOUNCE,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:11:45,1005355,0,"['Casual', 'Indie', 'Action']"
sunshine-farm,Sunshine Farm,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:33:27,1005372,0,"['Adventure', 'RPG', 'Casual', 'Simulation', 'Indie']"
lan-party,LAN Party,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:34:36,1005373,0,['Casual']
insanity-locked,Insanity locked,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-20T11:41:42,1005379,0,"['Adventure', 'Action', 'Casual', 'Strategy', 'Indie']"
all-front-assault,All-Front Assault,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T08:30:16,1005418,0,"['Indie', 'Strategy', 'Adventure', 'RPG']"
wake-explorer,Wake Explorer,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:42:29,1005472,0,"['Casual', 'Indie', 'Adventure']"
sugar-rolling-stone,Sugar & Rolling Stone,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:45:59,1005475,0,"['Casual', 'Strategy', 'Indie']"
sickly-days-and-summer-traces,Sickly Days and Summer Traces,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:44:47,1005474,0,['Casual']
automatic-language-learning,Automatic Language Learning,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:47:18,1005476,0,"['Casual', 'Indie', 'RPG', 'Simulation']"
symphony-of-the-stars,Symphony of the Stars,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:23:56,1005459,0,['RPG']
hurley-the-hyrax,Hurley The Hyrax,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-23T09:03:21,1005443,0,['Indie']
train-capacity-300-2,Train Capacity 300% 2,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:28:15,1005462,0,"['RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']"
fear-of-bugs,FEAR OF BUGS,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:31:14,1005465,0,['Simulation']
siniaia-boroda,Синяя Борода,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:25:18,1005460,0,"['Adventure', 'Action', 'Casual', 'Simulation', 'Indie']"
pan-ni-noshou-hu-zhe,叛逆の守護者,0,2025-06-19,False,0.0,0,0,0,0,0,2025-06-23T08:43:38,1005429,0,"['Strategy', 'Indie', 'Simulation']"
the-last-sip,The Last Sip,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T08:37:24,1005424,0,"['Indie', 'Adventure']"
michelangelo-stonemason-simulator,Michelangelo: Stonemason Simulator,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:05:25,1005489,0,"['Casual', 'Indie', 'Simulation']"
oasys-speedbots-tournament,OAsys - Speedbots Tournament,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T09:56:02,1005483,0,"['Racing', 'Indie', 'Action']"
car-dealer-life-simulator,Car Dealer Life Simulator,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:25:19,1005504,0,"['Casual', 'Indie', 'Simulation']"
two-the-top,Two the Top,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:53:23,1005524,0,['Adventure']
reflections-of-life-dream-box-collectors-edition,Reflections of Life: Dream Box Collector's Edition,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:51:13,1005522,0,"['Casual', 'Adventure']"
handstand-hank,Handstand Hank,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:57:16,1005527,0,"['Adventure', 'Action']"
chalet-2,Chalet,0,2025-06-22,False,0.0,0,0,0,0,0,2025-06-23T10:54:38,1005525,0,['Adventure']
legends-saint-george,Legends: Saint George,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:28:43,1005507,0,"['Casual', 'Indie', 'Adventure', 'Simulation']"
road-to-wealth,Road To Wealth,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T10:37:44,1005515,0,['RPG']
reposition-defense,Reposition Defense,0,2025-06-21,False,0.0,0,0,0,0,0,2025-06-23T11:54:22,1005570,0,"['Strategy', 'Adventure']"
guards-ii-chaos-in-hell,Guards II: Chaos in Hell,0,2025-06-18,False,0.0,0,1,0,0,368,2025-06-23T12:17:46,1005343,1,"['Indie', 'Strategy', 'Adventure']"
corrupted-souls,Corrupted Souls,0,2025-06-21,False,0.0,0,0,0,0,0,2025-06-23T12:08:05,1005580,0,"['Indie', 'Adventure', 'Action', 'RPG']"
legends-of-old,Legends of Old,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T11:22:35,1005548,0,"['Indie', 'RPG']"
jump-or-smash,Jump or Smash,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T11:13:15,1005540,0,['Casual']
alice-in-disguise,Alice in Disguise,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T11:07:18,1005535,0,['Indie']
reef-defense-2,Reef Defense,0,2025-06-20,False,0.0,0,0,0,0,0,2025-06-23T11:12:10,1005539,0,"['Strategy', 'Indie', 'Simulation']"
brainrot-battle-royale,Brainrot Battle Royale,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:56:30,1006293,0,"['Massively Multiplayer', 'Adventure', 'Action', 'Indie']"
the-donut-gallery,The Donut Gallery,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:47:48,1006287,0,"['Casual', 'Indie']"
mini-dungeons-2,Mini Dungeons,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T09:57:48,1006294,0,"['Indie', 'Adventure', 'RPG']"
mei-shao-nu-da-zhan-rpg-mysterious,美少女大戦RPG ～mysterious～,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T10:00:35,1006296,0,['RPG']
fantasy-legend-the-frozen-century,Fantasy Legend. The Frozen Century,0,2025-07-05,False,0.0,0,0,0,0,0,2025-07-07T10:12:57,1006304,0,"['Indie', 'Adventure', 'RPG', 'Simulation']"
tavern-legends,Tavern Legends,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:49:39,1006262,0,"['Casual', 'Indie', 'Simulation']"
rinth,Rinth,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:59:40,1006270,0,"['Casual', 'Adventure', 'RPG']"
bananaganza,Bananaganza,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:57:13,1006268,0,"['Casual', 'Indie', 'Action']"
goodman,GoodMan,0,2025-07-06,False,0.0,0,0,0,0,0,2025-07-07T08:28:24,1006247,0,"['Casual', 'Indie', 'Action']"
alaska-an-endless-night,ALASKA - An Endless Night,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:38:05,1006254,0,['Adventure']
motorcycle-boy,Motorcycle Boy,0,2025-07-04,False,0.0,0,0,0,0,0,2025-07-07T08:36:36,1006253,0,['Casual']
apocalypse-tale,Apocalypse Tale,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:35:04,1005913,0,"['Casual', 'Indie', 'Adventure', 'Simulation']"
the-last-heroine,The Last Heroine,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:37:10,1005915,0,"['Indie', 'Adventure', 'Action']"
cats-hidden-in-changan,Cats Hidden in Chang'an,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T05:24:30,1005905,0,['Casual']
touhou-volleyball,Touhou Volleyball,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T05:23:20,1005904,0,"['Action', 'Sports']"
dian-feng-zhi-lu,巅峰之路,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:39:24,1005917,0,"['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']"
shield-hero-2,Shield Hero,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T05:54:02,1005928,0,"['Casual', 'Indie', 'Adventure', 'Action']"
keyboard-warrior-simulator,Keyboard Warrior Simulator,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:59:42,1005975,0,"['Casual', 'RPG', 'Simulation']"
peters-apostles,Peter's Apostles,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T07:00:42,1005976,0,"['Casual', 'Strategy']"
collapse-of-the-midnight-sun,Collapse Of The Midnight Sun,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:50:36,1005925,0,"['Casual', 'Indie', 'Adventure']"
rogue-climber-2,Rogue Climber,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:40:32,1005958,0,"['Strategy', 'Indie', 'Action', 'RPG']"
the-last-shot-arcades,The Last Shot: Arcades,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:49:16,1005924,0,"['Casual', 'Indie']"
vulcard,Vulcard,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:41:29,1005959,0,"['Strategy', 'Indie']"
the-legend-of-gandar-iii,The Legend of Gandar III,0,2025-06-29,False,0.0,0,0,0,0,0,2025-06-30T05:42:01,1005919,0,"['Adventure', 'Action', 'RPG']"
exot,Exot,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:29:08,1005949,0,"['Indie', 'Adventure', 'Action']"
sepulcrum-2,Sepulcrum,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:17:48,1005945,0,"['Strategy', 'Indie', 'RPG']"
the-garden-of-hermeneus,The Garden of Hermeneus,0,2025-06-26,False,0.0,0,0,0,0,0,2025-06-30T05:38:34,1005916,0,"['Casual', 'Indie', 'Adventure', 'Simulation']"
a-directionless-cycle,A Directionless Cycle,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:34:00,1005953,0,"['Casual', 'Indie', 'Strategy', 'Adventure']"
turbo-truck-islands,Turbo Truck Islands,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T06:08:29,1005938,0,"['Racing', 'Action']"
cats-showdown,Cat's Showdown,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T07:13:36,1005987,0,"['Casual', 'Strategy', 'Indie']"
we-are-locked,We Are Locked,0,2025-06-27,False,0.0,0,0,0,0,0,2025-06-30T07:14:36,1005988,0,"['Casual', 'Indie']"
cube-clever-uber-bot-extensible,C.U.B.E. - Clever Uber Bot Extensible,0,2025-06-28,False,0.0,0,0,0,0,0,2025-06-30T07:19:04,1005992,0,"['Casual', 'Indie', 'Adventure']"
headshot-roulette,Headshot Roulette,0,2025-06-28,False,0.0,0,0,0,0,0,2025-06-30T07:22:41,1005995,0,['Action']
wizard-fight-2,Wizard Fight!,0,2025-06-28,False,0.0,0,0,0,0,0,2025-06-30T07:33:23,1006001,0,"['Indie', 'Action']"
potyguara-verse,Potyguara Verse,0,2025-06-28,False,0.0,0,0,0,0,0,2025-06-30T07:30:04,1005998,0,"['Adventure', 'Action', 'Casual', 'Simulation', 'Indie']"
anomaly-rooms,Anomaly Rooms,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T06:39:41,1006498,0,['Indie']
track-racing-the-holy-rosary,Track Racing: The Holy Rosary,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T06:31:08,1006490,0,"['Racing', 'Adventure', 'Action', 'Indie']"
stepfight,Stepfight,0,2025-07-08,False,0.0,0,0,0,0,0,2025-07-11T03:33:48,1006345,0,"['Adventure', 'Action', 'Casual', 'Strategy', 'Sports', 'Indie']"
the-bubonicz,The BubonicZ,0,2025-07-07,False,0.0,0,0,0,0,0,2025-07-11T04:09:53,1006376,0,['Indie']
dare-to-lucid-dream,Dare to Lucid Dream,0,2025-07-07,False,0.0,0,0,0,0,0,2025-07-11T04:15:15,1006381,0,"['Casual', 'Indie', 'Adventure']"
aralunis,Aralunis,0,2025-07-08,False,0.0,0,0,0,0,0,2025-07-11T04:36:45,1006396,0,"['Casual', 'Indie', 'Adventure']"
hunters-arena-revolution,Hunter's Arena: Revolution,0,2025-07-07,False,0.0,0,0,0,0,0,2025-07-11T04:30:08,1006391,0,"['Massively Multiplayer', 'Action']"
ninja-ruins,Ninja Ruins,0,2025-07-07,False,0.0,0,0,0,0,0,2025-07-11T04:16:13,1006382,0,"['Indie', 'Adventure', 'Action']"
missile-command-delta,Missile Command Delta,0,2025-07-08,False,0.0,0,0,0,0,0,2025-07-11T04:37:58,1006397,0,"['Indie', 'Strategy', 'Adventure']"
landiscape,Landiscape,0,2025-07-08,False,0.0,0,0,0,0,0,2025-07-11T04:40:21,1006399,0,"['Indie', 'Strategy', 'Adventure', 'Action']"
petia-i-volk-delo-ob-artefakte-prikliuchenii,Петя и Волк: дело об артефакте приключений,0,2025-07-08,False,0.0,0,0,0,0,0,2025-07-11T04:39:24,1006398,0,"['Casual', 'Indie', 'Adventure', 'Action']"
spatialerotica,SpatialErotica,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T03:32:51,1006344,0,['Simulation']
the-shadow-of-the-cherry-trees,The shadow of the cherry trees,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T03:30:07,1006342,0,['Adventure']
hazard-versus,hazard versus,0,2025-07-06,False,0.0,0,0,0,0,0,2025-07-11T03:42:33,1006353,0,"['Casual', 'Indie', 'Action']"
warranted-humanity,Warranted Humanity,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T04:58:39,1006415,0,"['Strategy', 'Indie', 'Action']"
runpunk-the-parkour-game,RunPunk: The parkour game,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T05:02:52,1006419,0,"['Casual', 'Indie', 'Action', 'Sports']"
punk-girl,punk girl,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T05:12:25,1006428,0,['Casual']
virtual-crime-scene-apartment-213,Virtual Crime Scene - Apartment 213,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T05:43:23,1006452,0,['Simulation']
blood-oath-2,Blood Oath,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T05:36:08,1006446,0,"['Indie', 'Action', 'RPG']"
100-cats-italy,100 Cats Italy,0,2025-07-09,False,0.0,0,0,0,0,0,2025-07-11T05:44:22,1006453,0,"['Casual', 'Indie']"
cubenen-gardens-befriend,Cubenen Gardens: Befriend,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T05:51:49,1006459,0,['RPG']
plastic-battlegrounds,Plastic Battlegrounds,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T05:06:32,1006422,0,"['Strategy', 'Indie', 'Action', 'Simulation']"
dr-glooms-lab,Dr. Gloom’s Lab,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T05:48:02,1006456,0,['Indie']
tung-sahur-zombie,Tung Sahur Zombie,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T05:52:51,1006460,0,"['Casual', 'Indie', 'Action']"
return-to-ash,Return to Ash,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T06:18:33,1006480,0,['Adventure']
prison-boss-prohibition,Prison Boss Prohibition,0,2025-07-10,False,0.0,0,0,0,0,0,2025-07-11T06:15:05,1006479,0,"['Indie', 'Simulation']"
the-deadline-2,The DeadLine,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T08:18:30,1007494,0,"['Indie', 'Action']"
flower-in-us,Flower in Us,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T08:42:40,1007514,0,"['Indie', 'Adventure']"
bras,BRAS,0,2025-07-24,False,0.0,0,0,0,0,0,2025-07-28T08:34:01,1007507,0,"['Indie', 'Action']"
get-a-cat,Get a cat,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T08:16:16,1007492,0,"['Casual', 'Indie']"
hero-in-an-all-forgiving-fantasy-world-rpg,Hero in an All-Forgiving Fantasy World RPG,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T08:09:59,1007487,0,"['Indie', 'Adventure', 'RPG', 'Simulation']"
your-magic-hook,Your Magic Hook,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:13:29,1007534,0,"['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']"
kind-station,Kind() Station,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:12:25,1007533,0,"['Casual', 'Indie', 'Adventure', 'Simulation']"
kawaii-girls-panic,Kawaii Girls Panic,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:14:33,1007535,0,"['Casual', 'Indie', 'Action']"
beat-the-odds-2,Beat The Odds,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:22:35,1007542,0,"['Casual', 'Indie', 'RPG']"
the-stare,The Stare,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:20:13,1007540,0,"['Indie', 'Strategy', 'Adventure', 'Action']"
ascent-of-ashes,Ascent of Ashes,0,2025-07-25,False,0.0,0,0,0,0,242,2025-07-28T09:25:00,909851,0,"['Indie', 'Strategy', 'Adventure', 'Simulation']"
quiverless,Quiverless,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:51:24,1007565,0,"['Indie', 'Action']"
red-pearl-pirates,Red Pearl Pirates,0,2025-07-27,False,0.0,0,0,0,0,0,2025-07-28T10:00:15,1007572,0,"['Indie', 'Strategy', 'Adventure', 'Simulation']"
confidentiality-agreement,Confidentiality Agreement,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:26:01,1007545,0,"['Indie', 'Simulation']"
echoes-of-the-architects,Echoes of the Architects,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:11:18,1007576,0,"['Strategy', 'Indie', 'Simulation']"
geojet,GeoJet,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:14:28,1007579,0,"['Casual', 'Racing', 'Strategy', 'Indie']"
milf-collection,Milf Collection,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:05:40,1007575,0,"['Casual', 'Indie', 'Adventure']"
ironseed-2-consensus,Ironseed 2: Consensus,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:44:12,1007559,0,"['Casual', 'Strategy', 'Indie', 'RPG']"
ghost-kitchen,Ghost Kitchen,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T09:38:37,1007554,0,"['Casual', 'Indie']"
nudity-beach-simulator-2025,Nudity Beach Simulator 2025,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:40:57,1007599,0,"['Adventure', 'Simulation']"
ghostmoons-arcade,Ghostmoons - Arcade,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:48:07,1007605,0,"['Action', 'Simulation']"
relicbound,Relicbound,0,2025-07-27,False,0.0,0,0,0,0,0,2025-07-28T10:49:50,1007606,0,"['Indie', 'Adventure', 'Action']"
pip-my-dice,Pip My Dice,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:34:37,1007594,0,"['Casual', 'Strategy', 'Indie']"
fragile-packages-handle-with-care,Fragile Packages: Handle with Care,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:27:16,1007588,0,"['Adventure', 'Action', 'Casual', 'Simulation', 'Indie']"
dark-age-legends,Dark Age Legends,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:35:55,1007595,0,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']"
lost-luminosity,Lost Luminosity,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:30:51,1007591,0,"['Indie', 'Adventure']"
pookie-has-a-fantasy-2,Pookie has a Fantasy 2,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T10:23:30,1007585,0,"['Casual', 'Simulation']"
legacy-of-the-fallen,Legacy of the Fallen,0,2025-07-25,False,0.0,0,0,0,0,0,2025-07-28T11:02:02,1007617,0,"['Indie', 'RPG']"
interactive-sex-threesome,Interactive Sex - Threesome,0,2025-07-26,False,0.0,0,0,0,0,0,2025-07-28T11:07:58,1007622,0,"['Casual', 'Adventure', 'Simulation']"
meng-jing-wu-yu,梦境物语,0,2025-07-26,False,0.0,0,0,0,0,0,2025-07-28T11:06:32,1007621,0,['Strategy']
zombolion,Zombolion,0,2025-07-26,False,0.0,0,0,0,0,0,2025-07-28T11:24:06,1007628,0,"['Strategy', 'Indie', 'Action']"
naked-lust-and-burning-passions,Naked Lust and Burning Passions,0,2025-07-26,False,0.0,0,0,0,0,0,2025-07-28T11:18:10,1007624,0,"['Indie', 'Adventure', 'Action']"
taxi-average-city,TAXI: Average City,0,2025-07-26,False,0.0,0,0,0,0,0,2025-07-28T11:19:52,1007625,0,"['Casual', 'Indie', 'Action', 'Simulation']"
speedcoins,SpeedCoins,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T08:22:38,1006026,0,"['Indie', 'Adventure', 'Action']"
the-thistle-and-the-flower,The Thistle and the Flower,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T08:21:38,1006025,0,"['Casual', 'Indie']"
be-ren-zhe,BE 忍者,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:07:44,1006064,0,"['Casual', 'Indie', 'RPG']"
love-sphere,Love Sphere,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:13:07,1006069,0,"['Indie', 'Adventure']"
radiant-guardians-of-light,Radiant: Guardians of Light,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:06:41,1006063,0,"['Adventure', 'Action', 'RPG', 'Casual', 'Indie']"
nippon-dojo,Nippon Dojo,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:12:10,1006068,0,"['Casual', 'Indie', 'RPG']"
bihaeng-ceongcun,비행? 청춘!,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:29:27,1006079,0,"['Casual', 'Indie', 'Simulation']"
beyond-the-red-door,Beyond the Red Door,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:33:19,1006082,0,['Action']
idle-universe-creator,Idle Universe Creator,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T08:55:49,1006054,0,['Casual']
branch-collector,Branch Collector,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:39:08,1006087,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
pullback-racers,PULLBACK RACERS,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:36:56,1006085,0,"['Casual', 'Racing', 'Indie', 'Action']"
network-nodes,Network Nodes,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:40:08,1006088,0,"['Casual', 'Indie']"
springuins,Springuins,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:42:11,1006090,0,"['Casual', 'Indie']"
snapshot-spirit-live,Snapshot Spirit Live!,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:53:01,1006149,0,"['Casual', 'Strategy', 'Indie', 'Simulation']"
silly-tanks,Silly Tanks,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T08:24:31,1006028,0,"['Casual', 'Indie', 'Action']"
my-pet-flesh-monster,My Pet Flesh Monster,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T11:11:23,1006165,0,"['Casual', 'Indie', 'Simulation']"
ogopogo-2,Ogopogo,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T11:01:01,1006156,0,"['Casual', 'Strategy', 'Adventure']"
tradie-tapper,Tradie Tapper,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:51:44,1006099,0,"['Casual', 'Indie', 'Simulation']"
75-demons,75 Demons,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:45:35,1006093,0,"['Casual', 'Strategy', 'Indie']"
endless-mind,Endless mind,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:48:33,1006096,0,"['Indie', 'Adventure']"
survive-the-descent,Survive the Descent,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:49:46,1006097,0,['Indie']
hgmgame-lion,hgmGame-lion,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T09:50:43,1006098,0,['Casual']
fan-yan-shu-yu,番言薯语,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T09:58:52,1006106,0,"['RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']"
2deez,2Deez,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T10:00:42,1006108,0,"['Indie', 'Action']"
trapped-at-home-2,Trapped At Home,0,2025-06-30,False,0.0,0,0,0,0,0,2025-07-04T10:05:12,1006111,0,"['Indie', 'Adventure', 'Action']"
slimy-harvest,Slimy Harvest,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:35:39,1006134,0,['Simulation']
rat-race-combat-zombie-tribute,Rat Race Combat: Zombie Tribute,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:32:16,1006131,0,"['Indie', 'Action']"
trytka,Trytka,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:49:44,1006146,0,"['Indie', 'Action']"
neon-shift,Neon Shift,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:36:47,1006135,0,"['Racing', 'Indie', 'Action']"
killher,KillHer,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T10:31:03,1006130,0,"['Casual', 'Indie', 'RPG', 'Simulation']"
planets-ambrosia,Planets Ambrosia,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T10:38:52,1006137,0,"['Casual', 'Indie', 'Action']"
idle-crypto-mining,Idle Crypto Mining,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T11:16:31,1006167,0,"['Casual', 'Indie', 'Simulation']"
jojon-wik,Jojon Wik,0,2025-07-01,False,0.0,0,0,0,0,0,2025-07-04T11:24:53,1006174,0,"['Indie', 'Adventure', 'Action']"
dont-mess-with-bober,Don't Mess With Bober,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T12:04:01,1006207,0,['Indie']
hentai-girls-lust-18,Hentai Girls: Lust [18+],0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T12:05:16,1006208,0,"['Casual', 'Indie', 'RPG']"
100-cats-lost-in-japan-find-color,100 Cats Lost In Japan Find & Color,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T12:02:49,1006206,0,"['Casual', 'Indie']"
music-drive-chase-the-beat,Music Drive: Chase the Beat,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T12:01:02,1006205,0,"['Racing', 'Adventure', 'Action', 'Indie']"
chosen-war,Chosen War,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T11:49:44,1006196,0,"['Strategy', 'Indie']"
hemera,Hemera,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T11:54:29,1006200,0,"['Casual', 'Indie', 'Adventure', 'Action']"
the-coffin-of-sarah,The Coffin of Sarah,0,2025-07-03,False,0.0,0,0,0,0,0,2025-07-04T11:53:25,1006199,0,"['Casual', 'Indie', 'Adventure', 'Action']"
bytecollector,Bytecollector,0,2025-07-02,False,0.0,0,0,0,0,0,2025-07-04T11:38:19,1006186,0,"['Casual', 'Indie']"
demonbyte,Demonbyte,0,2025-07-02,False,0.0,0,0,0,0,0,2025-07-04T11:41:02,1006188,0,"['Casual', 'Indie', 'Adventure', 'Action']"
